KYCRSP_FUNDNO;FSTYBEGDT;FSTYENDDT;LIPPER_OBJ_CD;LIPPER_CLASS
6903;01/05/2012;31/05/2012;SIU;SIU
6903;01/06/2012;30/06/2012;SIU;SIU
6903;30/06/2000;30/12/2000;GUS;GUS
6903;31/12/2000;30/03/2008;SIU;SIU
6903;31/03/2008;30/04/2012;SIU;SIU
6903;01/05/2012;31/05/2012;SIU;SIU
6903;01/06/2012;30/06/2012;SIU;SIU
6903;30/06/2000;30/12/2000;GUS;GUS
6903;31/12/2000;30/03/2008;SIU;SIU
6903;31/03/2008;30/04/2012;SIU;SIU
6903;01/05/2012;31/05/2012;SIU;SIU
6903;01/06/2012;30/06/2012;SIU;SIU
6904;31/12/2000;30/03/2008;SIU;SIU
6904;31/03/2008;30/04/2012;SIU;SIU
6904;01/05/2012;31/05/2012;SIU;SIU
6904;01/06/2012;30/06/2012;SIU;SIU
6904;31/12/2000;30/03/2008;SIU;SIU
6904;31/03/2008;30/04/2012;SIU;SIU
6904;01/05/2012;31/05/2012;SIU;SIU
6904;01/06/2012;30/06/2012;SIU;SIU
6904;31/12/2000;30/03/2008;SIU;SIU
6904;31/03/2008;30/04/2012;SIU;SIU
6904;01/05/2012;31/05/2012;SIU;SIU
6904;01/06/2012;30/06/2012;SIU;SIU
6904;31/12/2000;30/03/2008;SIU;SIU
6904;31/03/2008;30/04/2012;SIU;SIU
6904;01/05/2012;31/05/2012;SIU;SIU
6904;01/06/2012;30/06/2012;SIU;SIU
6979;31/12/1999;30/03/2008;GUS;GUS
6979;31/03/2008;30/11/2011;GUS;GUS
6979;01/12/2011;30/04/2012;GUS;GUS
6979;01/05/2012;31/05/2012;GUS;GUS
6979;01/06/2012;30/06/2012;GUS;GUS
6979;31/12/1999;30/03/2008;GUS;GUS
6979;31/03/2008;30/11/2011;GUS;GUS
6979;01/12/2011;30/04/2012;GUS;GUS
6979;01/05/2012;31/05/2012;GUS;GUS
6979;01/06/2012;30/06/2012;GUS;GUS
6979;31/12/1999;30/03/2008;GUS;GUS
6979;31/03/2008;30/11/2011;GUS;GUS
6979;01/12/2011;30/04/2012;GUS;GUS
6979;01/05/2012;31/05/2012;GUS;GUS
6979;01/06/2012;30/06/2012;GUS;GUS
6979;31/12/1999;30/03/2008;GUS;GUS
6979;31/03/2008;30/11/2011;GUS;GUS
6979;01/12/2011;30/04/2012;GUS;GUS
6979;01/05/2012;31/05/2012;GUS;GUS
6979;01/06/2012;30/06/2012;GUS;GUS
6979;31/12/1999;30/03/2008;GUS;GUS
6979;31/03/2008;30/11/2011;GUS;GUS
6979;01/12/2011;30/04/2012;GUS;GUS
6979;01/05/2012;31/05/2012;GUS;GUS
6979;01/06/2012;30/06/2012;GUS;GUS
6985;30/06/2005;30/03/2008;GUS;GUS
6985;31/03/2008;30/11/2011;GUS;GUS
6985;01/12/2011;30/04/2012;GUS;GUS
6985;01/05/2012;31/05/2012;GUS;GUS
6985;01/06/2012;30/06/2012;GUS;GUS
6985;30/06/2005;30/03/2008;GUS;GUS
6985;31/03/2008;30/11/2011;GUS;GUS
6985;01/12/2011;30/04/2012;GUS;GUS
6985;01/05/2012;31/05/2012;GUS;GUS
6985;01/06/2012;30/06/2012;GUS;GUS
6985;30/06/2005;30/03/2008;GUS;GUS
6985;31/03/2008;30/11/2011;GUS;GUS
6985;01/12/2011;30/04/2012;GUS;GUS
6985;01/05/2012;31/05/2012;GUS;GUS
6985;01/06/2012;30/06/2012;GUS;GUS
6985;30/06/2005;30/03/2008;GUS;GUS
6985;31/03/2008;30/11/2011;GUS;GUS
6985;01/12/2011;30/04/2012;GUS;GUS
6985;01/05/2012;31/05/2012;GUS;GUS
6985;01/06/2012;30/06/2012;GUS;GUS
6985;30/06/2005;30/03/2008;GUS;GUS
6985;31/03/2008;30/11/2011;GUS;GUS
6985;01/12/2011;30/04/2012;GUS;GUS
6985;01/05/2012;31/05/2012;GUS;GUS
6985;01/06/2012;30/06/2012;GUS;GUS
6987;30/06/2005;30/03/2008;SIU;SIU
6987;31/03/2008;03/01/2012;SIU;SIU
6987;04/01/2012;30/04/2012;SUS;SUS
6987;01/05/2012;31/05/2012;SUS;SUS
6987;01/06/2012;30/06/2012;SUS;SUS
6987;30/06/2005;30/03/2008;SIU;SIU
6987;31/03/2008;03/01/2012;SIU;SIU
6987;04/01/2012;30/04/2012;SUS;SUS
6987;01/05/2012;31/05/2012;SUS;SUS
6987;01/06/2012;30/06/2012;SUS;SUS
6987;30/06/2005;30/03/2008;SIU;SIU
6987;31/03/2008;03/01/2012;SIU;SIU
6987;04/01/2012;30/04/2012;SUS;SUS
6987;01/05/2012;31/05/2012;SUS;SUS
6987;01/06/2012;30/06/2012;SUS;SUS
6987;30/06/2005;30/03/2008;SIU;SIU
6987;31/03/2008;03/01/2012;SIU;SIU
6987;04/01/2012;30/04/2012;SUS;SUS
6987;01/05/2012;31/05/2012;SUS;SUS
6987;01/06/2012;30/06/2012;SUS;SUS
6987;30/06/2005;30/03/2008;SIU;SIU
6987;31/03/2008;03/01/2012;SIU;SIU
6987;04/01/2012;30/04/2012;SUS;SUS
6987;01/05/2012;31/05/2012;SUS;SUS
6987;01/06/2012;30/06/2012;SUS;SUS
6995;31/12/2001;30/03/2008;SIU;SIU
6995;31/03/2008;03/01/2012;SIU;SIU
6995;04/01/2012;30/04/2012;SUS;SUS
6995;01/05/2012;31/05/2012;SUS;SUS
6995;01/06/2012;30/06/2012;SUS;SUS
6995;31/12/2001;30/03/2008;SIU;SIU
6995;31/03/2008;03/01/2012;SIU;SIU
6995;04/01/2012;30/04/2012;SUS;SUS
6995;01/05/2012;31/05/2012;SUS;SUS
6995;01/06/2012;30/06/2012;SUS;SUS
6995;31/12/2001;30/03/2008;SIU;SIU
6995;31/03/2008;03/01/2012;SIU;SIU
6995;04/01/2012;30/04/2012;SUS;SUS
6995;01/05/2012;31/05/2012;SUS;SUS
6995;01/06/2012;30/06/2012;SUS;SUS
6995;31/12/2001;30/03/2008;SIU;SIU
6995;31/03/2008;03/01/2012;SIU;SIU
6995;04/01/2012;30/04/2012;SUS;SUS
6995;01/05/2012;31/05/2012;SUS;SUS
6995;01/06/2012;30/06/2012;SUS;SUS
6995;31/12/2001;30/03/2008;SIU;SIU
6995;31/03/2008;03/01/2012;SIU;SIU
6995;04/01/2012;30/04/2012;SUS;SUS
6995;01/05/2012;31/05/2012;SUS;SUS
6995;01/06/2012;30/06/2012;SUS;SUS
7004;31/12/1999;30/03/2008;BBB;BBB
7004;31/03/2008;30/04/2012;BBB;BBB
7004;01/05/2012;31/05/2012;BBB;BBB
7004;01/06/2012;30/06/2012;BBB;BBB
7004;31/12/1999;30/03/2008;BBB;BBB
7004;31/03/2008;30/04/2012;BBB;BBB
7004;01/05/2012;31/05/2012;BBB;BBB
7004;01/06/2012;30/06/2012;BBB;BBB
7004;31/12/1999;30/03/2008;BBB;BBB
7004;31/03/2008;30/04/2012;BBB;BBB
7004;01/05/2012;31/05/2012;BBB;BBB
7004;01/06/2012;30/06/2012;BBB;BBB
7004;31/12/1999;30/03/2008;BBB;BBB
7004;31/03/2008;30/04/2012;BBB;BBB
7004;01/05/2012;31/05/2012;BBB;BBB
7004;01/06/2012;30/06/2012;BBB;BBB
7006;31/12/2007;30/03/2008;BBB;BBB
7006;31/03/2008;30/04/2012;BBB;BBB
7006;01/05/2012;31/05/2012;BBB;BBB
7006;01/06/2012;30/06/2012;BBB;BBB
7006;31/12/2007;30/03/2008;BBB;BBB
7006;31/03/2008;30/04/2012;BBB;BBB
7006;01/05/2012;31/05/2012;BBB;BBB
7006;01/06/2012;30/06/2012;BBB;BBB
7006;31/12/2007;30/03/2008;BBB;BBB
7006;31/03/2008;30/04/2012;BBB;BBB
7006;01/05/2012;31/05/2012;BBB;BBB
7006;01/06/2012;30/06/2012;BBB;BBB
7006;31/12/2007;30/03/2008;BBB;BBB
7006;31/03/2008;30/04/2012;BBB;BBB
7006;01/05/2012;31/05/2012;BBB;BBB
7006;01/06/2012;30/06/2012;BBB;BBB
7008;30/06/2005;30/03/2008;BBB;BBB
7008;31/03/2008;30/04/2012;BBB;BBB
7008;01/05/2012;31/05/2012;BBB;BBB
7008;01/06/2012;30/06/2012;BBB;BBB
7008;30/06/2005;30/03/2008;BBB;BBB
7008;31/03/2008;30/04/2012;BBB;BBB
7008;01/05/2012;31/05/2012;BBB;BBB
7008;01/06/2012;30/06/2012;BBB;BBB
7008;30/06/2005;30/03/2008;BBB;BBB
7008;31/03/2008;30/04/2012;BBB;BBB
7008;01/05/2012;31/05/2012;BBB;BBB
7008;01/06/2012;30/06/2012;BBB;BBB
7008;30/06/2005;30/03/2008;BBB;BBB
7008;31/03/2008;30/04/2012;BBB;BBB
7008;01/05/2012;31/05/2012;BBB;BBB
7008;01/06/2012;30/06/2012;BBB;BBB
7009;30/06/2002;30/03/2008;BBB;BBB
7009;31/03/2008;30/04/2012;BBB;BBB
7009;01/05/2012;31/05/2012;BBB;BBB
7009;01/06/2012;30/06/2012;BBB;BBB
7009;30/06/2002;30/03/2008;BBB;BBB
7009;31/03/2008;30/04/2012;BBB;BBB
7009;01/05/2012;31/05/2012;BBB;BBB
7009;01/06/2012;30/06/2012;BBB;BBB
7009;30/06/2002;30/03/2008;BBB;BBB
7009;31/03/2008;30/04/2012;BBB;BBB
7009;01/05/2012;31/05/2012;BBB;BBB
7009;01/06/2012;30/06/2012;BBB;BBB
7009;30/06/2002;30/03/2008;BBB;BBB
7009;31/03/2008;30/04/2012;BBB;BBB
7009;01/05/2012;31/05/2012;BBB;BBB
7009;01/06/2012;30/06/2012;BBB;BBB
7014;31/12/1999;30/03/2008;BBB;BBB
7014;31/03/2008;30/04/2012;BBB;BBB
7014;01/05/2012;31/05/2012;BBB;BBB
7014;01/06/2012;30/06/2012;BBB;BBB
7014;31/12/1999;30/03/2008;BBB;BBB
7014;31/03/2008;30/04/2012;BBB;BBB
7014;01/05/2012;31/05/2012;BBB;BBB
7014;01/06/2012;30/06/2012;BBB;BBB
7014;31/12/1999;30/03/2008;BBB;BBB
7014;31/03/2008;30/04/2012;BBB;BBB
7014;01/05/2012;31/05/2012;BBB;BBB
7014;01/06/2012;30/06/2012;BBB;BBB
7014;31/12/1999;30/03/2008;BBB;BBB
7014;31/03/2008;30/04/2012;BBB;BBB
7014;01/05/2012;31/05/2012;BBB;BBB
7014;01/06/2012;30/06/2012;BBB;BBB
7018;30/06/2000;30/03/2008;BBB;BBB
7018;31/03/2008;30/04/2012;BBB;BBB
7018;01/05/2012;31/05/2012;BBB;BBB
7018;01/06/2012;30/06/2012;BBB;BBB
7018;30/06/2000;30/03/2008;BBB;BBB
7018;31/03/2008;30/04/2012;BBB;BBB
7018;01/05/2012;31/05/2012;BBB;BBB
7018;01/06/2012;30/06/2012;BBB;BBB
7018;30/06/2000;30/03/2008;BBB;BBB
7018;31/03/2008;30/04/2012;BBB;BBB
7018;01/05/2012;31/05/2012;BBB;BBB
7018;01/06/2012;30/06/2012;BBB;BBB
7018;30/06/2000;30/03/2008;BBB;BBB
7018;31/03/2008;30/04/2012;BBB;BBB
7018;01/05/2012;31/05/2012;BBB;BBB
7018;01/06/2012;30/06/2012;BBB;BBB
7027;31/12/1999;30/03/2008;A;A
7027;31/03/2008;30/04/2012;A;A
7027;01/05/2012;31/05/2012;A;A
7027;01/06/2012;30/06/2012;A;A
7027;31/12/1999;30/03/2008;A;A
7027;31/03/2008;30/04/2012;A;A
7027;01/05/2012;31/05/2012;A;A
7027;01/06/2012;30/06/2012;A;A
7027;31/12/1999;30/03/2008;A;A
7027;31/03/2008;30/04/2012;A;A
7027;01/05/2012;31/05/2012;A;A
7027;01/06/2012;30/06/2012;A;A
7027;31/12/1999;30/03/2008;A;A
7027;31/03/2008;30/04/2012;A;A
7027;01/05/2012;31/05/2012;A;A
7027;01/06/2012;30/06/2012;A;A
7029;31/12/2001;30/03/2008;A;A
7029;31/03/2008;30/04/2012;A;A
7029;01/05/2012;31/05/2012;A;A
7029;01/06/2012;30/06/2012;A;A
7029;31/12/2001;30/03/2008;A;A
7029;31/03/2008;30/04/2012;A;A
7029;01/05/2012;31/05/2012;A;A
7029;01/06/2012;30/06/2012;A;A
7029;31/12/2001;30/03/2008;A;A
7029;31/03/2008;30/04/2012;A;A
7029;01/05/2012;31/05/2012;A;A
7029;01/06/2012;30/06/2012;A;A
7029;31/12/2001;30/03/2008;A;A
7029;31/03/2008;30/04/2012;A;A
7029;01/05/2012;31/05/2012;A;A
7029;01/06/2012;30/06/2012;A;A
7040;31/12/2000;30/03/2008;A;A
7040;31/03/2008;30/04/2012;A;A
7040;01/05/2012;31/05/2012;A;A
7040;01/06/2012;30/06/2012;A;A
7040;31/12/2000;30/03/2008;A;A
7040;31/03/2008;30/04/2012;A;A
7040;01/05/2012;31/05/2012;A;A
7040;01/06/2012;30/06/2012;A;A
7040;31/12/2000;30/03/2008;A;A
7040;31/03/2008;30/04/2012;A;A
7040;01/05/2012;31/05/2012;A;A
7040;01/06/2012;30/06/2012;A;A
7040;31/12/2000;30/03/2008;A;A
7040;31/03/2008;30/04/2012;A;A
7040;01/05/2012;31/05/2012;A;A
7040;01/06/2012;30/06/2012;A;A
7044;31/12/1999;30/03/2008;A;A
7044;31/03/2008;30/04/2012;A;A
7044;01/05/2012;31/05/2012;A;A
7044;01/06/2012;30/06/2012;A;A
7044;31/12/1999;30/03/2008;A;A
7044;31/03/2008;30/04/2012;A;A
7044;01/05/2012;31/05/2012;A;A
7044;01/06/2012;30/06/2012;A;A
7044;31/12/1999;30/03/2008;A;A
7044;31/03/2008;30/04/2012;A;A
7044;01/05/2012;31/05/2012;A;A
7044;01/06/2012;30/06/2012;A;A
7044;31/12/1999;30/03/2008;A;A
7044;31/03/2008;30/04/2012;A;A
7044;01/05/2012;31/05/2012;A;A
7044;01/06/2012;30/06/2012;A;A
7084;30/06/2002;29/07/2005;SUS;SUS
7112;31/12/1999;30/03/2008;IUG;IUG
7112;31/03/2008;31/12/2008;IUG;IUG
7112;31/12/1999;30/03/2008;IUG;IUG
7112;31/03/2008;31/12/2008;IUG;IUG
7147;31/12/1999;29/10/2004;BBB;BBB
7153;31/12/1999;29/10/2004;BBB;BBB
7249;31/12/2000;30/09/2002;BBB;BBB
7250;31/12/2000;30/09/2002;BBB;BBB
7266;31/12/1999;31/12/2001;SUS;SUS
7380;31/12/1999;31/10/2005;A;A
7381;31/12/2002;31/10/2005;A;A
7382;31/12/2002;31/10/2005;A;A
7383;31/12/2002;31/10/2005;A;A
7384;30/06/2004;31/10/2005;A;A
7413;31/12/1999;31/10/2005;IUG;IUG
7414;31/12/1999;31/10/2005;IUG;IUG
7415;31/12/1999;31/10/2005;IUG;IUG
7416;30/06/2003;31/10/2005;IUG;IUG
7417;30/06/2003;31/10/2005;IUG;IUG
7418;30/06/2003;31/10/2005;IUG;IUG
7419;31/12/2001;30/01/2004;A;A
7420;31/12/1999;31/03/2005;A;A
7421;31/12/1999;31/03/2005;A;A
7422;31/12/1999;31/03/2005;A;A
7423;31/12/1999;31/03/2005;A;A
7474;31/12/2000;29/06/2001;BBB;BBB
7474;30/06/2001;30/03/2008;A;A
7474;31/03/2008;31/08/2009;A;A
7474;31/12/2000;29/06/2001;BBB;BBB
7474;30/06/2001;30/03/2008;A;A
7474;31/03/2008;31/08/2009;A;A
7474;31/12/2000;29/06/2001;BBB;BBB
7474;30/06/2001;30/03/2008;A;A
7474;31/03/2008;31/08/2009;A;A
7698;31/12/1999;31/03/2008;A;A
7699;31/12/1999;30/03/2008;A;A
7699;31/03/2008;31/03/2011;A;A
7699;31/12/1999;30/03/2008;A;A
7699;31/03/2008;31/03/2011;A;A
7700;31/12/1999;30/03/2008;A;A
7700;31/03/2008;31/03/2011;A;A
7700;31/12/1999;30/03/2008;A;A
7700;31/03/2008;31/03/2011;A;A
7701;30/06/2003;30/03/2008;A;A
7701;31/03/2008;31/03/2011;A;A
7701;30/06/2003;30/03/2008;A;A
7701;31/03/2008;31/03/2011;A;A
7702;31/12/1999;30/03/2008;A;A
7702;31/03/2008;31/03/2011;A;A
7702;31/12/1999;30/03/2008;A;A
7702;31/03/2008;31/03/2011;A;A
7704;31/12/1999;30/03/2008;A;A
7704;31/03/2008;31/03/2011;A;A
7704;31/12/1999;30/03/2008;A;A
7704;31/03/2008;31/03/2011;A;A
7740;31/12/1999;30/03/2008;GUS;GUS
7740;31/03/2008;30/04/2011;GUS;GUS
7740;31/12/1999;30/03/2008;GUS;GUS
7740;31/03/2008;30/04/2011;GUS;GUS
7741;31/12/1999;30/03/2008;GUS;GUS
7741;31/03/2008;30/04/2011;GUS;GUS
7741;31/12/1999;30/03/2008;GUS;GUS
7741;31/03/2008;30/04/2011;GUS;GUS
7743;31/12/1999;30/03/2008;GUS;GUS
7743;31/03/2008;30/04/2011;GUS;GUS
7743;31/12/1999;30/03/2008;GUS;GUS
7743;31/03/2008;30/04/2011;GUS;GUS
7744;31/12/1999;30/03/2008;GUS;GUS
7744;31/03/2008;30/04/2011;GUS;GUS
7744;31/12/1999;30/03/2008;GUS;GUS
7744;31/03/2008;30/04/2011;GUS;GUS
7819;31/12/1999;30/03/2008;BBB;BBB
7819;31/03/2008;30/04/2012;BBB;BBB
7819;01/05/2012;31/05/2012;BBB;BBB
7819;01/06/2012;30/06/2012;BBB;BBB
7819;31/12/1999;30/03/2008;BBB;BBB
7819;31/03/2008;30/04/2012;BBB;BBB
7819;01/05/2012;31/05/2012;BBB;BBB
7819;01/06/2012;30/06/2012;BBB;BBB
7819;31/12/1999;30/03/2008;BBB;BBB
7819;31/03/2008;30/04/2012;BBB;BBB
7819;01/05/2012;31/05/2012;BBB;BBB
7819;01/06/2012;30/06/2012;BBB;BBB
7819;31/12/1999;30/03/2008;BBB;BBB
7819;31/03/2008;30/04/2012;BBB;BBB
7819;01/05/2012;31/05/2012;BBB;BBB
7819;01/06/2012;30/06/2012;BBB;BBB
7820;30/06/2003;30/03/2008;BBB;BBB
7820;31/03/2008;30/04/2012;BBB;BBB
7820;01/05/2012;31/05/2012;BBB;BBB
7820;01/06/2012;30/06/2012;BBB;BBB
7820;30/06/2003;30/03/2008;BBB;BBB
7820;31/03/2008;30/04/2012;BBB;BBB
7820;01/05/2012;31/05/2012;BBB;BBB
7820;01/06/2012;30/06/2012;BBB;BBB
7820;30/06/2003;30/03/2008;BBB;BBB
7820;31/03/2008;30/04/2012;BBB;BBB
7820;01/05/2012;31/05/2012;BBB;BBB
7820;01/06/2012;30/06/2012;BBB;BBB
7820;30/06/2003;30/03/2008;BBB;BBB
7820;31/03/2008;30/04/2012;BBB;BBB
7820;01/05/2012;31/05/2012;BBB;BBB
7820;01/06/2012;30/06/2012;BBB;BBB
7821;30/06/2003;30/03/2008;BBB;BBB
7821;31/03/2008;30/04/2012;BBB;BBB
7821;01/05/2012;31/05/2012;BBB;BBB
7821;01/06/2012;30/06/2012;BBB;BBB
7821;30/06/2003;30/03/2008;BBB;BBB
7821;31/03/2008;30/04/2012;BBB;BBB
7821;01/05/2012;31/05/2012;BBB;BBB
7821;01/06/2012;30/06/2012;BBB;BBB
7821;30/06/2003;30/03/2008;BBB;BBB
7821;31/03/2008;30/04/2012;BBB;BBB
7821;01/05/2012;31/05/2012;BBB;BBB
7821;01/06/2012;30/06/2012;BBB;BBB
7821;30/06/2003;30/03/2008;BBB;BBB
7821;31/03/2008;30/04/2012;BBB;BBB
7821;01/05/2012;31/05/2012;BBB;BBB
7821;01/06/2012;30/06/2012;BBB;BBB
7822;31/12/2001;30/03/2008;BBB;BBB
7822;31/03/2008;30/04/2012;BBB;BBB
7822;01/05/2012;31/05/2012;BBB;BBB
7822;01/06/2012;30/06/2012;BBB;BBB
7822;31/12/2001;30/03/2008;BBB;BBB
7822;31/03/2008;30/04/2012;BBB;BBB
7822;01/05/2012;31/05/2012;BBB;BBB
7822;01/06/2012;30/06/2012;BBB;BBB
7822;31/12/2001;30/03/2008;BBB;BBB
7822;31/03/2008;30/04/2012;BBB;BBB
7822;01/05/2012;31/05/2012;BBB;BBB
7822;01/06/2012;30/06/2012;BBB;BBB
7822;31/12/2001;30/03/2008;BBB;BBB
7822;31/03/2008;30/04/2012;BBB;BBB
7822;01/05/2012;31/05/2012;BBB;BBB
7822;01/06/2012;30/06/2012;BBB;BBB
7828;31/12/1999;30/03/2008;GUT;GUT
7828;31/03/2008;30/04/2012;GUT;GUT
7828;01/05/2012;31/05/2012;GUT;GUT
7828;01/06/2012;30/06/2012;GUT;GUT
7828;31/12/1999;30/03/2008;GUT;GUT
7828;31/03/2008;30/04/2012;GUT;GUT
7828;01/05/2012;31/05/2012;GUT;GUT
7828;01/06/2012;30/06/2012;GUT;GUT
7828;31/12/1999;30/03/2008;GUT;GUT
7828;31/03/2008;30/04/2012;GUT;GUT
7828;01/05/2012;31/05/2012;GUT;GUT
7828;01/06/2012;30/06/2012;GUT;GUT
7828;31/12/1999;30/03/2008;GUT;GUT
7828;31/03/2008;30/04/2012;GUT;GUT
7828;01/05/2012;31/05/2012;GUT;GUT
7828;01/06/2012;30/06/2012;GUT;GUT
7829;30/06/2003;30/03/2008;GUT;GUT
7829;31/03/2008;30/04/2012;GUT;GUT
7829;01/05/2012;31/05/2012;GUT;GUT
7829;01/06/2012;30/06/2012;GUT;GUT
7829;30/06/2003;30/03/2008;GUT;GUT
7829;31/03/2008;30/04/2012;GUT;GUT
7829;01/05/2012;31/05/2012;GUT;GUT
7829;01/06/2012;30/06/2012;GUT;GUT
7829;30/06/2003;30/03/2008;GUT;GUT
7829;31/03/2008;30/04/2012;GUT;GUT
7829;01/05/2012;31/05/2012;GUT;GUT
7829;01/06/2012;30/06/2012;GUT;GUT
7829;30/06/2003;30/03/2008;GUT;GUT
7829;31/03/2008;30/04/2012;GUT;GUT
7829;01/05/2012;31/05/2012;GUT;GUT
7829;01/06/2012;30/06/2012;GUT;GUT
7830;30/06/2003;30/03/2008;GUT;GUT
7830;31/03/2008;30/04/2012;GUT;GUT
7830;01/05/2012;31/05/2012;GUT;GUT
7830;01/06/2012;30/06/2012;GUT;GUT
7830;30/06/2003;30/03/2008;GUT;GUT
7830;31/03/2008;30/04/2012;GUT;GUT
7830;01/05/2012;31/05/2012;GUT;GUT
7830;01/06/2012;30/06/2012;GUT;GUT
7830;30/06/2003;30/03/2008;GUT;GUT
7830;31/03/2008;30/04/2012;GUT;GUT
7830;01/05/2012;31/05/2012;GUT;GUT
7830;01/06/2012;30/06/2012;GUT;GUT
7830;30/06/2003;30/03/2008;GUT;GUT
7830;31/03/2008;30/04/2012;GUT;GUT
7830;01/05/2012;31/05/2012;GUT;GUT
7830;01/06/2012;30/06/2012;GUT;GUT
7831;30/06/2003;30/03/2008;GUT;GUT
7831;31/03/2008;30/04/2012;GUT;GUT
7831;01/05/2012;31/05/2012;GUT;GUT
7831;01/06/2012;30/06/2012;GUT;GUT
7831;30/06/2003;30/03/2008;GUT;GUT
7831;31/03/2008;30/04/2012;GUT;GUT
7831;01/05/2012;31/05/2012;GUT;GUT
7831;01/06/2012;30/06/2012;GUT;GUT
7831;30/06/2003;30/03/2008;GUT;GUT
7831;31/03/2008;30/04/2012;GUT;GUT
7831;01/05/2012;31/05/2012;GUT;GUT
7831;01/06/2012;30/06/2012;GUT;GUT
7831;30/06/2003;30/03/2008;GUT;GUT
7831;31/03/2008;30/04/2012;GUT;GUT
7831;01/05/2012;31/05/2012;GUT;GUT
7831;01/06/2012;30/06/2012;GUT;GUT
